Customer ID,Churn,ChurnProbability,RiskSegment,RetentionPriority,RecommendedAction,RecencyDays,PurchaseFrequency,MonetaryValue,AverageOrderValue,CustomerTenureDays,UniqueProducts,IsRepeatCustomer,PurchaseActivityRate
17213,0,0.22110312,Low,Monitor,Continue monitoring and regular customer engagement,135.9465277777778,9,3025.12,336.1244444444444,544.0986111111112,91,1,0.0165107740444516
17251,1,0.5236525,High,Medium Priority,Automated re-engagement reminder or promotional campaign,182.07222222222225,3,798.98,266.32666666666665,544.0930555555556,65,1,0.0055036474404217
16858,1,0.3443481,Medium,Monitor,Continue monitoring and regular customer engagement,188.1236111111111,10,4292.59,429.259,544.0701388888889,75,1,0.018346262777089
17082,0,0.3077327,Medium,Monitor,Continue monitoring and regular customer engagement,137.92638888888888,5,3365.12,673.024,544.0590277777778,74,1,0.0091733183842218
14607,0,0.11207134,Low,Monitor,Continue monitoring and regular customer engagement,80.89444444444445,9,8048.63,894.2922222222222,544.0590277777778,76,1,0.0165119730915994
17262,0,0.19925919,Low,Monitor,Continue monitoring and regular customer engagement,46.86944444444445,10,2190.76,219.076,544.0583333333333,10,1,0.0183466601434097
18220,1,0.2449835,Medium,Monitor,Continue monitoring and regular customer engagement,46.15763888888889,6,1921.76,320.2933333333333,544.0472222222222,17,1,0.0110082204905793
17625,0,0.18996876,Low,Monitor,Continue monitoring and regular customer engagement,77.0201388888889,5,4500.53,900.106,544.0423611111111,343,1,0.0091735988920331
17233,0,0.6471505,High,Medium Priority,Automated re-engagement reminder or promotional campaign,267.9791666666667,2,369.98,184.99,544.0326388888889,32,1,0.0036695050118048
17095,0,0.330895,Medium,Monitor,Continue monitoring and regular customer engagement,118.95694444444445,6,1792.05,298.675,544.0125,83,1,0.0110089218137198
16713,0,0.07353098,Low,Monitor,Continue monitoring and regular customer engagement,55.05625,25,9816.41,392.6564,544.0006944444444,410,1,0.0458715011831024
12941,1,0.8887304,Critical,High Priority,Targeted re-engagement campaign with personalised offer,543.9847222222222,1,377.49,377.49,543.9847222222222,27,0,0.0018349138227626
17596,0,0.05027257,Low,Monitor,Continue monitoring and regular customer engagement,10.890277777777778,9,2971.98,330.22,543.9784722222222,206,1,0.0165144137956519
15812,0,0.04441206,Low,Monitor,Continue monitoring and regular customer engagement,8.888194444444444,10,4454.55,445.455,543.9652777777778,83,1,0.0183497929276839
14966,0,0.4919228,Medium,Monitor,Continue monitoring and regular customer engagement,206.9833333333333,5,881.24,176.248,543.9597222222222,93,1,0.0091749899967122
15070,1,0.5431804,High,Medium Priority,Automated re-engagement reminder or promotional campaign,192.06041666666667,3,737.0500000000001,245.68333333333337,543.9590277777778,26,1,0.0055050010130731
18260,0,0.025961082,Low,Monitor,Continue monitoring and regular customer engagement,25.1125,22,9520.13,432.7331818181819,543.9583333333334,205,1,0.0403700588730025
16749,1,0.79934454,Critical,Immediate Action,Personalised retention outreach with high-value incentive,410.9888888888889,2,4157.88,2078.94,543.9479166666666,53,1,0.0036700755041575
13405,0,0.3014588,Medium,Monitor,Continue monitoring and regular customer engagement,23.846527777777776,5,1198.81,239.762,543.9423611111112,32,1,0.0091752822992237
17797,0,0.12127127,Low,Monitor,Continue monitoring and regular customer engagement,2.05625,6,1463.85,243.975,543.9305555555555,172,1,0.0110105772906843
13823,0,0.37690127,Medium,Monitor,Continue monitoring and regular customer engagement,199.97083333333333,5,2445.79,489.158,543.9277777777778,91,1,0.009175527847727
15566,1,0.6695782,High,Medium Priority,Automated re-engagement reminder or promotional campaign,212.0270833333333,2,227.87,113.935,543.9145833333333,9,1,0.0036703000087934
13050,0,0.043753304,Low,Monitor,Continue monitoring and regular customer engagement,4.967361111111111,28,9608.79,343.17107142857145,543.9055555555556,483,1,0.0513850514360286
13756,0,0.021407686,Low,Monitor,Continue monitoring and regular customer engagement,3.057638888888889,14,5178.240000000001,369.8742857142857,543.8972222222222,125,1,0.0256929186441887
17816,0,0.54217833,High,Medium Priority,Automated re-engagement reminder or promotional campaign,88.9375,4,80.86,20.215,543.8909722222222,36,1,0.007340918099059
16308,0,0.18045641,Low,Monitor,Continue monitoring and regular customer engagement,36.99097222222223,5,3520.0,704.0,543.8763888888889,1,1,0.0091763932186454
15785,0,0.038230646,Low,Monitor,Continue monitoring and regular customer engagement,16.936805555555555,13,4971.36,382.4123076923077,543.8486111111112,87,1,0.0238598387421582
14897,0,0.34252203,Medium,Monitor,Continue monitoring and regular customer engagement,116.17569444444445,5,1949.66,389.932,543.8229166666666,65,1,0.0091772938454773
15527,0,0.02610614,Low,Monitor,Continue monitoring and regular customer engagement,2.0215277777777776,19,4273.65,224.92894736842103,543.8048611111111,166,1,0.0348748723740279
17368,0,0.12540318,Low,Monitor,Continue monitoring and regular customer engagement,78.95069444444445,9,1768.34,196.48222222222225,543.7951388888889,139,1,0.0165199711920255
15637,0,0.5837153,High,Medium Priority,Automated re-engagement reminder or promotional campaign,233.18472222222223,4,574.23,143.5575,543.7888888888889,23,1,0.0073422936509555
15393,0,0.4513665,Medium,Monitor,Continue monitoring and regular customer engagement,100.82777777777778,4,783.58,195.895,543.7875,35,1,0.0073423123695018
18177,0,0.1578202,Low,Monitor,Continue monitoring and regular customer engagement,23.76527777777778,7,1588.55,226.93571428571428,543.7451388888888,57,1,0.0128500458292805
13473,0,0.32072055,Medium,Monitor,Continue monitoring and regular customer engagement,152.17013888888889,7,2476.38,353.7685714285714,543.7416666666667,56,1,0.0128501277363888
16605,1,0.899377,Critical,High Priority,Targeted re-engagement campaign with personalised offer,543.7409722222222,1,60.48,60.48,543.7409722222222,1,0,0.0018357348739908
12956,1,0.5781522,High,Medium Priority,Automated re-engagement reminder or promotional campaign,125.8625,4,521.89,130.4725,543.7409722222222,42,1,0.0073429394959632
12971,0,0.057751615,Low,Monitor,Continue monitoring and regular customer engagement,9.823611111111113,71,9374.03,132.02859154929578,543.7402777777778,77,1,0.1303373422094627
13711,1,0.23967882,Medium,Monitor,Continue monitoring and regular customer engagement,38.09652777777778,9,1792.26,199.14,543.7402777777778,80,1,0.01652163492796
15394,0,0.06864126,Low,Monitor,Continue monitoring and regular customer engagement,23.93263888888889,9,4539.7,504.4111111111111,543.7395833333334,119,1,0.0165216559900564
14460,0,0.4384995,Medium,Monitor,Continue monitoring and regular customer engagement,130.03819444444446,7,689.16,98.45142857142856,543.7388888888889,23,1,0.0128501932628272
14769,0,0.029605968,Low,Monitor,Continue monitoring and regular customer engagement,20.992361111111112,13,10731.38,825.4907692307693,543.1479166666667,616,1,0.0238905628448147
15312,0,0.051561814,Low,Monitor,Continue monitoring and regular customer engagement,34.894444444444446,10,2613.24,261.324,543.14375,111,1,0.0183774967552232
17646,1,0.09261953,Low,Monitor,Continue monitoring and regular customer engagement,38.98125,12,3898.79,324.89916666666664,543.1340277777778,124,1,0.0220533901344261
13952,1,0.060973816,Low,Monitor,Continue monitoring and regular customer engagement,37.15972222222222,14,12823.521,915.9657857142856,543.13125,238,1,0.0257290865025671
15713,0,0.5680476,High,Medium Priority,Automated re-engagement reminder or promotional campaign,185.8986111111111,3,654.09,218.03,543.13125,39,1,0.0055133756791215
16366,0,0.74536026,Critical,High Priority,Targeted re-engagement campaign with personalised offer,401.9736111111111,3,1220.83,406.9433333333333,543.0909722222223,57,1,0.005513783821384
18286,1,0.6603579,High,Medium Priority,Automated re-engagement reminder or promotional campaign,296.0368055555556,2,1296.43,648.215,543.0868055555555,67,1,0.0036758840309642
17677,0,0.03421171,Low,Monitor,Continue monitoring and regular customer engagement,32.00277777777778,35,24958.16,713.0902857142858,543.0604166666667,279,1,0.0643310906800332
13047,0,0.07796556,Low,Monitor,Continue monitoring and regular customer engagement,38.94375,20,6862.67,343.1335,543.0465277777778,148,1,0.0367615617026219
14869,0,0.3848339,Medium,Monitor,Continue monitoring and regular customer engagement,207.9451388888889,4,2056.69,514.1725,543.0465277777778,136,1,0.0073523123405243
16197,1,0.6318128,High,High Priority,Targeted re-engagement campaign with personalised offer,288.99583333333334,9,2016.71,224.07888888888888,543.0458333333333,52,1,0.0165427238820258
13074,1,0.67984116,High,Medium Priority,Automated re-engagement reminder or promotional campaign,330.83125,4,1378.74,344.685,543.0444444444445,26,1,0.0073523404950575
13289,1,0.90667284,Critical,High Priority,Targeted re-engagement campaign with personalised offer,543.0395833333333,1,307.95,307.95,543.0395833333333,16,0,0.0018381015474517
16119,0,0.49244207,Medium,Monitor,Continue monitoring and regular customer engagement,213.96527777777777,6,1297.45,216.24166666666667,543.0375,31,1,0.0110286515175884
13769,0,0.033318352,Low,Monitor,Continue monitoring and regular customer engagement,27.12013888888889,15,4129.62,275.308,543.0354166666667,105,1,0.0275717343769745
15184,0,0.54702944,High,Medium Priority,Automated re-engagement reminder or promotional campaign,10.030555555555557,3,518.42,172.8066666666667,543.0305555555556,34,1,0.0055143961480921
15499,1,0.87757885,Critical,High Priority,Targeted re-engagement campaign with personalised offer,543.0229166666667,1,158.65,158.65,543.0229166666667,40,0,0.0018381578594651
12586,0,0.47170937,Medium,Monitor,Continue monitoring and regular customer engagement,194.08541666666667,3,1865.73,621.91,542.9826388888889,76,1,0.00551488188323
18012,1,0.9322991,Critical,High Priority,Targeted re-engagement campaign with personalised offer,542.9819444444445,1,115.3,115.3,542.9819444444445,13,0,0.0018382963078329
13403,0,0.7083234,High,Medium Priority,Automated re-engagement reminder or promotional campaign,207.05,2,154.5,77.25,542.9770833333333,6,1,0.0036766254705889
14625,1,0.07769431,Low,Monitor,Continue monitoring and regular customer engagement,15.8875,11,4497.88,408.89818181818185,542.9770833333333,167,1,0.020221440088239
17833,1,0.88752854,Critical,High Priority,Targeted re-engagement campaign with personalised offer,542.9652777777778,1,338.46000000000004,338.46000000000004,542.9652777777778,28,0,0.0018383526317805
15222,1,0.29689413,Medium,Monitor,Continue monitoring and regular customer engagement,138.19930555555555,11,3550.91,322.81,542.9590277777778,98,1,0.0202221112956577
13178,0,0.027999628,Low,Monitor,Continue monitoring and regular customer engagement,23.102777777777774,15,11052.92,736.8613333333334,542.9513888888889,179,1,0.0275759935656015
14415,0,0.016620075,Low,Monitor,Continue monitoring and regular customer engagement,1.9048611111111111,16,8850.39,553.149375,542.9458333333333,358,1,0.0294146935586417
16195,1,0.9076223,Critical,High Priority,Targeted re-engagement campaign with personalised offer,542.9451388888889,1,323.25,323.25,542.9451388888889,16,0,0.0018384206944889
17776,1,0.6197229,High,Medium Priority,Automated re-engagement reminder or promotional campaign,206.025,2,330.56,165.28,542.9104166666667,74,1,0.0036770761116452
16569,0,0.8404038,Critical,High Priority,Targeted re-engagement campaign with personalised offer,450.8965277777778,4,1331.03,332.7575,542.90625,23,1,0.0073542085607584
17469,0,0.04312751,Low,Monitor,Continue monitoring and regular customer engagement,24.163194444444443,13,3485.64,268.1261538461539,542.9055555555556,137,1,0.023901208338866
14055,0,0.6997594,High,Medium Priority,Automated re-engagement reminder or promotional campaign,397.1013888888889,2,795.3199999999999,397.66,542.9020833333333,23,1,0.0036771324495447
17873,0,0.01906161,Low,Monitor,Continue monitoring and regular customer engagement,3.9159722222222224,17,5993.29,352.5464705882353,542.9020833333333,64,1,0.0312556258211304
15044,0,0.03383126,Low,Monitor,Continue monitoring and regular customer engagement,26.93055555555556,29,12845.15,442.9362068965517,542.9006944444444,256,1,0.0533185566707566
14329,0,0.11029843,Low,Monitor,Continue monitoring and regular customer engagement,93.02291666666666,10,7037.9800000000005,703.798,542.8881944444445,265,1,0.0183861317494021
17091,0,0.028097138,Low,Monitor,Continue monitoring and regular customer engagement,5.040972222222222,15,5662.4,377.4933333333334,542.8784722222222,222,1,0.0275796906222667
16694,1,0.92798597,Critical,High Priority,Targeted re-engagement campaign with personalised offer,542.8784722222222,1,98.3,98.3,542.8784722222222,3,0,0.0018386460414844
15055,1,0.70527685,High,Medium Priority,Automated re-engagement reminder or promotional campaign,294.0722222222222,3,549.12,183.04,542.8763888888889,77,1,0.0055159592534047
18144,0,0.05472551,Low,Monitor,Continue monitoring and regular customer engagement,31.979166666666668,14,3609.85,257.8464285714286,542.8701388888888,49,1,0.0257414389924065
13008,1,0.5660346,High,Medium Priority,Automated re-engagement reminder or promotional campaign,142.93472222222223,3,612.13,204.0433333333333,542.8631944444444,31,1,0.0055160930738556
13941,0,0.2082744,Low,Monitor,Continue monitoring and regular customer engagement,117.02638888888887,12,7033.18,586.0983333333334,542.8611111111111,36,1,0.0220644568159763
14092,0,0.035441216,Low,Monitor,Continue monitoring and regular customer engagement,15.920833333333333,16,4950.01,309.375625,542.8513888888889,134,1,0.0294198016717189
12867,0,0.04515995,Low,Monitor,Continue monitoring and regular customer engagement,33.88611111111111,10,5549.31,554.9309999999999,542.8506944444445,302,1,0.0183873995237152
16742,0,0.6138762,High,High Priority,Targeted re-engagement campaign with personalised offer,312.08194444444445,13,2334.97,179.6130769230769,542.8111111111111,50,1,0.023905359295507
15498,0,0.030988706,Low,Monitor,Continue monitoring and regular customer engagement,9.104166666666666,30,18799.31,626.6436666666667,542.8076388888888,502,1,0.055166565996197
17402,0,0.040121805,Low,Monitor,Continue monitoring and regular customer engagement,2.920138888888889,15,3012.36,200.824,542.7986111111111,101,1,0.0275837409171593
18201,1,0.88973016,Critical,High Priority,Targeted re-engagement campaign with personalised offer,542.1631944444445,1,447.53,447.53,542.1631944444445,27,0,0.0018410673076308
13225,0,0.0541479,Low,Monitor,Continue monitoring and regular customer engagement,16.008333333333333,13,13538.11,1041.393076923077,542.1534722222223,54,1,0.0239343034056519
17662,1,0.8910561,Critical,High Priority,Targeted re-engagement campaign with personalised offer,481.1333333333333,2,412.92,206.46,542.1222222222223,14,1,0.0036824123892719
15863,0,0.41148505,Medium,Monitor,Continue monitoring and regular customer engagement,12.051388888888887,4,295.46,73.865,542.1041666666666,58,1,0.0073650696229237
18186,1,0.8915786,Critical,High Priority,Targeted re-engagement campaign with personalised offer,542.1027777777778,1,329.58,329.58,542.1027777777778,11,0,0.0018412721144452
13875,0,0.025674338,Low,Monitor,Continue monitoring and regular customer engagement,3.844444444444445,12,4095.46,341.28833333333336,542.0972222222222,136,1,0.0220954913945221
12557,0,0.2610835,Medium,Monitor,Continue monitoring and regular customer engagement,75.83958333333334,6,10959.8,1826.6333333333332,542.0909722222223,15,1,0.0110478728369377
13266,0,0.043677576,Low,Monitor,Continue monitoring and regular customer engagement,4.970138888888889,13,4127.21,317.47769230769234,542.0819444444444,120,1,0.0239374557246578
14484,0,0.5218297,High,Medium Priority,Automated re-engagement reminder or promotional campaign,220.95833333333331,3,749.0600000000001,249.68666666666664,542.0784722222222,37,1,0.005524063562535
18097,0,0.069595695,Low,Monitor,Continue monitoring and regular customer engagement,24.954166666666666,8,3422.08,427.76,542.0722222222222,77,1,0.0147310056980348
13520,0,0.039850112,Low,Monitor,Continue monitoring and regular customer engagement,4.107638888888889,9,5073.63,563.7366666666667,542.06875,70,1,0.0165724873692327
15862,0,0.07870233,Low,Monitor,Continue monitoring and regular customer engagement,23.945833333333333,11,2170.42,197.3109090909091,542.0534722222222,367,1,0.0202558321834994
17612,0,0.04169033,Low,Monitor,Continue monitoring and regular customer engagement,34.025,14,4012.16,286.5828571428571,542.0354166666667,157,1,0.025781007224053
14422,0,0.1287073,Low,Monitor,Continue monitoring and regular customer engagement,86.80833333333334,14,6409.1900000000005,457.79928571428576,542.0263888888888,206,1,0.0257814358315919
18006,0,0.52902293,High,Medium Priority,Automated re-engagement reminder or promotional campaign,201.1027777777778,3,524.83,174.9433333333333,542.0159722222222,36,1,0.0055246993706702
14095,1,0.92658913,Critical,High Priority,Targeted re-engagement campaign with personalised offer,542.0006944444444,1,2.95,2.95,542.0006944444444,1,0,0.0018416182708994
16908,1,0.935915,Critical,High Priority,Targeted re-engagement campaign with personalised offer,541.96875,1,252.59,252.59,541.96875,20,0,0.001841726618705
13427,0,0.38318837,Medium,Monitor,Continue monitoring and regular customer engagement,34.86944444444445,4,638.4300000000001,159.60750000000002,541.9625,23,1,0.0073669912747197
17103,1,0.86014414,Critical,High Priority,Targeted re-engagement campaign with personalised offer,541.9458333333333,1,424.3,424.3,541.9458333333333,32,0,0.0018418043543324
13203,0,0.14444454,Low,Monitor,Continue monitoring and regular customer engagement,61.92361111111112,7,1944.5,277.7857142857143,541.9409722222222,115,1,0.0128927459118612
16439,1,0.9292724,Critical,High Priority,Targeted re-engagement campaign with personalised offer,541.9361111111111,1,310.70000000000005,310.70000000000005,541.9361111111111,9,0,0.001841837335066
15270,0,0.07804007,Low,Monitor,Continue monitoring and regular customer engagement,58.12986111111111,18,7459.12,414.3955555555556,541.9083333333333,65,1,0.0331547683003576
16150,0,0.14544073,Low,Monitor,Continue monitoring and regular customer engagement,89.95416666666667,7,2913.63,416.23285714285714,541.8868055555556,109,1,0.0128940322888058
16661,1,0.8283629,Critical,High Priority,Targeted re-engagement campaign with personalised offer,359.8930555555556,4,932.76,233.19,541.8826388888889,50,1,0.0073680750008634
17400,0,0.08959651,Low,Monitor,Continue monitoring and regular customer engagement,29.802777777777777,7,3832.06,547.4371428571428,541.88125,278,1,0.012894164239417
17526,0,0.21131575,Low,Monitor,Continue monitoring and regular customer engagement,110.15277777777776,11,3616.14,328.74,541.8555555555556,61,1,0.0202632171439097
13039,1,0.8285552,Critical,High Priority,Targeted re-engagement campaign with personalised offer,403.83680555555554,4,1010.73,252.6825,541.8381944444444,37,1,0.0073686782561306
15428,0,0.55917156,High,Medium Priority,Automated re-engagement reminder or promotional campaign,206.9611111111111,3,668.97,222.99,541.7944444444445,35,1,0.0055269541365157
16720,0,0.68294746,High,Medium Priority,Automated re-engagement reminder or promotional campaign,195.91736111111112,2,605.79,302.895,541.7888888888889,107,1,0.0036846738040162
15879,1,0.44610298,Medium,Monitor,Continue monitoring and regular customer engagement,223.85347222222225,4,1137.8,284.45,541.7055555555555,171,1,0.0073704791835146
17638,1,0.79550934,Critical,High Priority,Targeted re-engagement campaign with personalised offer,466.9291666666667,2,842.4,421.2,541.1194444444444,2,1,0.0036892238795263
12708,0,0.04268449,Low,Monitor,Continue monitoring and regular customer engagement,20.10902777777778,13,3742.92,287.91692307692307,541.1006944444445,100,1,0.0239807846277021
12826,0,0.22848238,Low,Monitor,Continue monitoring and regular customer engagement,136.03055555555557,8,2023.13,252.89125,541.0881944444444,82,1,0.0147577462154451
16772,1,0.74414045,Critical,Immediate Action,Personalised retention outreach with high-value incentive,242.97986111111112,3,3698.05,1232.6833333333334,541.0833333333334,54,1,0.0055342044581091
17927,1,0.91171414,Critical,High Priority,Targeted re-engagement campaign with personalised offer,541.0743055555556,1,294.0,294.0,541.0743055555556,10,0,0.0018447655418294
14083,0,0.23469459,Low,Monitor,Continue monitoring and regular customer engagement,18.89444444444445,7,553.23,79.03285714285714,541.0527777777778,96,1,0.0129138716504645
14555,0,0.34733045,Medium,Monitor,Continue monitoring and regular customer engagement,121.81319444444443,5,2177.83,435.566,541.0493055555555,93,1,0.0092242531237548
16296,1,0.85893327,Critical,High Priority,Targeted re-engagement campaign with personalised offer,445.98541666666665,4,1313.67,328.4175,541.0326388888889,56,1,0.0073796294042358
18036,0,0.1444022,Low,Monitor,Continue monitoring and regular customer engagement,65.05833333333334,9,1252.32,139.14666666666665,541.0319444444444,199,1,0.0166041874325775
13921,1,0.574059,High,Medium Priority,Automated re-engagement reminder or promotional campaign,221.84583333333333,4,730.7,182.675,541.0215277777778,36,1,0.0073797806821428
12455,0,0.09914202,Low,Monitor,Continue monitoring and regular customer engagement,9.053472222222222,7,5376.39,768.0557142857143,541.0118055555556,168,1,0.0129148478469488
13995,0,0.09527237,Low,Monitor,Continue monitoring and regular customer engagement,65.1875,10,2818.77,281.877,541.0048611111112,117,1,0.0184500190265821
12422,0,0.19995241,Low,Monitor,Continue monitoring and regular customer engagement,144.15069444444444,15,4666.74,311.116,541.0041666666667,113,1,0.0276750639985854
16600,0,0.12532894,Low,Monitor,Continue monitoring and regular customer engagement,72.72916666666667,9,1577.35,175.26111111111112,540.99375,77,1,0.0166053575341044
17028,1,0.69445896,High,Medium Priority,Automated re-engagement reminder or promotional campaign,400.8868055555556,3,1593.83,531.2766666666666,540.9319444444444,85,1,0.005535750440169
16222,1,0.6999354,High,Medium Priority,Automated re-engagement reminder or promotional campaign,137.96666666666667,2,1272.05,636.0250000000001,540.9298611111111,133,1,0.0036905144807843
15497,0,0.23459299,Low,Monitor,Continue monitoring and regular customer engagement,139.1173611111111,8,8365.789999999999,1045.72375,540.9041666666667,65,1,0.0147627578677041
14949,1,0.77894163,Critical,High Priority,Targeted re-engagement campaign with personalised offer,288.8833333333333,4,515.0,128.75,540.8902777777778,16,1,0.0073815681218778
17324,0,0.24144076,Medium,Monitor,Continue monitoring and regular customer engagement,151.06180555555557,10,1886.82,188.682,540.8895833333333,85,1,0.0184539439538343
15409,1,0.9008706,Critical,High Priority,Targeted re-engagement campaign with personalised offer,540.8854166666666,1,131.25,131.25,540.8854166666666,9,0,0.0018454085849945
13327,0,0.027858173,Low,Monitor,Continue monitoring and regular customer engagement,5.163888888888889,17,7379.06,434.06235294117647,540.8854166666666,157,1,0.0313719459449068
13781,1,0.5615319,High,Medium Priority,Automated re-engagement reminder or promotional campaign,70.02916666666667,3,778.83,259.61,540.8777777777777,56,1,0.0055363037995447
16592,0,0.017274132,Low,Monitor,Continue monitoring and regular customer engagement,3.048611111111111,20,5215.21,260.7605,540.8701388888888,159,1,0.0369092123087096
18252,0,0.7505543,Critical,High Priority,Targeted re-engagement campaign with personalised offer,368.0173611111111,5,1015.42,203.084,540.8590277777778,35,1,0.0092274922879951
14105,1,0.25688946,Medium,Monitor,Continue monitoring and regular customer engagement,58.78611111111111,5,5988.83,1197.766,540.8284722222222,200,1,0.0092280126577573
13847,1,0.9176757,Critical,High Priority,Targeted re-engagement campaign with personalised offer,539.0895833333333,1,310.72,310.72,539.0895833333333,19,0,0.0018515446897312
15518,0,0.04991847,Low,Monitor,Continue monitoring and regular customer engagement,34.94513888888889,11,3242.61,294.7827272727273,539.0201388888889,213,1,0.0203696107012469
17624,0,0.4621252,Medium,Monitor,Continue monitoring and regular customer engagement,37.78541666666667,3,1125.45,375.15,539.0104166666666,71,1,0.0055554483902702
13871,0,0.047300268,Low,Monitor,Continue monitoring and regular customer engagement,26.1125,9,3878.33,430.9255555555556,538.9868055555555,106,1,0.016667073912557
12609,0,0.08045974,Low,Monitor,Continue monitoring and regular customer engagement,5.888194444444444,8,3109.74,388.7175,538.9722222222222,117,1,0.0148155769329698
14404,0,0.14866035,Low,Monitor,Continue monitoring and regular customer engagement,79.11458333333333,10,1973.39,197.339,538.9236111111111,90,1,0.0185211385355438
13111,1,0.89437985,Critical,High Priority,Targeted re-engagement campaign with personalised offer,538.1597222222222,1,321.88000000000005,321.88000000000005,538.1597222222222,12,0,0.0018547379538633
16282,1,0.5175647,Medium,Monitor,Continue monitoring and regular customer engagement,159.04722222222222,3,1307.58,435.86,538.0402777777778,31,1,0.005565446820352
13510,0,0.06260614,Low,Monitor,Continue monitoring and regular customer engagement,3.1375,8,3352.05,419.00625,538.0395833333333,141,1,0.0148412106408388
14119,1,0.73664564,Critical,High Priority,Targeted re-engagement campaign with personalised offer,195.0951388888889,2,183.37,91.685,537.9152777777778,11,1,0.0037111584741984
17182,1,0.65540045,High,Medium Priority,Automated re-engagement reminder or promotional campaign,242.11180555555555,2,321.3,160.65,537.8944444444444,4,1,0.0037113019453407
14819,0,0.5187756,Medium,Monitor,Continue monitoring and regular customer engagement,11.958333333333334,3,269.06,89.68666666666667,537.8722222222223,43,1,0.0055671824901801
14480,0,0.5220809,High,Medium Priority,Automated re-engagement reminder or promotional campaign,222.01041666666663,3,1020.47,340.1566666666667,537.8458333333333,43,1,0.0055674551317244
17888,0,0.10816515,Low,Monitor,Continue monitoring and regular customer engagement,31.93125,20,1260.17,63.008500000000005,537.8444444444444,107,1,0.0371164632134609
18251,0,0.49908412,Medium,Monitor,Continue monitoring and regular customer engagement,264.975,8,21964.14,2745.5175,537.0340277777777,77,1,0.0148689480348336
12440,1,0.719786,Critical,High Priority,Targeted re-engagement campaign with personalised offer,281.98541666666665,2,859.2,429.6,537.0326388888889,21,1,0.003717246604463
18190,1,0.39619225,Medium,Monitor,Continue monitoring and regular customer engagement,11.918055555555556,5,745.62,149.124,537.03125,34,1,0.0092931405006679
13082,0,0.06933298,Low,Monitor,Continue monitoring and regular customer engagement,55.045138888888886,17,5682.3,334.2529411764706,536.8840277777778,86,1,0.0316053259105574
15064,1,0.55046517,High,Medium Priority,Automated re-engagement reminder or promotional campaign,229.92916666666667,4,1254.41,313.6025,536.85625,75,1,0.0074369313362073
14151,1,0.8455634,Critical,High Priority,Targeted re-engagement campaign with personalised offer,492.8854166666667,2,679.45,339.725,536.0805555555555,44,1,0.0037238361718964
12539,0,0.20128286,Low,Monitor,Continue monitoring and regular customer engagement,81.86805555555556,6,10164.09,1694.015,535.9930555555555,247,1,0.0111733288502075
13287,1,0.7708732,Critical,High Priority,Targeted re-engagement campaign with personalised offer,422.89166666666665,3,781.59,260.53000000000003,524.0881944444444,46,1,0.0057133259359869
13821,0,0.2572542,Medium,Monitor,Continue monitoring and regular customer engagement,81.05555555555556,5,1263.59,252.718,523.9680555555556,151,1,0.0095243890501273
16792,1,0.42009678,Medium,Monitor,Continue monitoring and regular customer engagement,101.92291666666668,5,623.46,124.692,523.9604166666667,90,1,0.0095245276429572
17807,1,0.54182124,High,Medium Priority,Automated re-engagement reminder or promotional campaign,214.85347222222225,3,437.87,145.95666666666668,523.9513888888889,88,1,0.0057148148638101
14477,0,0.24917749,Medium,Monitor,Continue monitoring and regular customer engagement,3.970138888888889,5,1183.0,236.6,523.88125,5,1,0.0095259642061894
14839,1,0.5640347,High,Medium Priority,Automated re-engagement reminder or promotional campaign,237.9923611111111,3,915.28,305.0933333333333,523.8479166666667,61,1,0.0057159415227426
17950,0,0.4066505,Medium,Monitor,Continue monitoring and regular customer engagement,184.89583333333331,6,947.26,157.8766666666667,523.7993055555555,110,1,0.0114329419579707
16875,0,0.14525378,Low,Monitor,Continue monitoring and regular customer engagement,115.99166666666666,9,2944.09,327.12111111111113,523.1486111111111,115,1,0.0171707027534069
13901,0,0.094975136,Low,Monitor,Continue monitoring and regular customer engagement,75.92847222222223,12,3457.44,288.12,523.1395833333333,178,1,0.0228946646686831
14198,0,0.39501363,Medium,Monitor,Continue monitoring and regular customer engagement,58.91388888888889,6,1051.63,175.27166666666668,523.1131944444444,41,1,0.011447908702928
15521,0,0.04355854,Low,Monitor,Continue monitoring and regular customer engagement,31.99375,12,5765.82,480.485,523.1048611111111,177,1,0.022896181452238
18171,0,0.25972748,Medium,Monitor,Continue monitoring and regular customer engagement,58.05138888888889,6,1670.59,278.4316666666667,523.0861111111111,58,1,0.011448500299463
16017,0,0.57686514,High,Medium Priority,Automated re-engagement reminder or promotional campaign,236.99444444444444,4,1333.7,333.425,523.0305555555556,81,1,0.0076331426814594
13253,0,0.44864255,Medium,Monitor,Continue monitoring and regular customer engagement,158.8798611111111,3,2397.19,799.0633333333334,523.0256944444444,55,1,0.0057249101175859
13338,0,0.5450839,High,Medium Priority,Automated re-engagement reminder or promotional campaign,361.1020833333333,3,1958.6,652.8666666666667,523.0173611111111,101,1,0.0057250011595777
14969,1,0.8908343,Critical,High Priority,Targeted re-engagement campaign with personalised offer,523.0048611111112,1,906.23,906.23,523.0048611111112,13,0,0.0019083792426649
15865,0,0.35569534,Medium,Monitor,Continue monitoring and regular customer engagement,33.045833333333334,3,1660.22,553.4066666666666,522.9527777777778,99,1,0.0057257068332069
13610,0,0.11210033,Low,Monitor,Continue monitoring and regular customer engagement,6.9625,10,1485.75,148.575,522.9430555555556,228,1,0.0190860435957045
