Customer ID,Churn,ChurnProbability,RiskSegment,RecencyDays,PurchaseFrequency,MonetaryValue,UniqueProducts,IsRepeatCustomer,HighValueCustomer,RetentionPriority
17246,1,0.794445,Critical,366.0097222222222,2,38.92,6,1,0,High Priority
12467,1,0.7940837,Critical,242.88125,1,132.8,9,0,0,High Priority
15206,0,0.7935991,Critical,95.16041666666666,1,17.700000000000003,1,0,0,High Priority
15091,0,0.79245853,Critical,494.0416666666667,2,565.9,27,0,0,High Priority
14444,1,0.7918939,Critical,275.74583333333334,1,120.44,11,0,0,High Priority
17983,1,0.79146624,Critical,214.9763888888889,1,171.71,23,0,0,High Priority
15097,0,0.79129386,Critical,402.92847222222224,2,660.27,39,0,0,High Priority
15183,1,0.7912519,Critical,367.08819444444447,3,639.93,33,1,0,High Priority
12595,1,0.79106116,Critical,324.15277777777777,1,299.02,19,0,0,High Priority
15715,1,0.79100364,Critical,375.1208333333333,5,658.02,33,1,0,High Priority
16349,1,0.7909568,Critical,110.00694444444444,1,53.5,9,0,0,High Priority
17484,1,0.7905214,Critical,395.88125,2,209.57,14,1,0,High Priority
17184,1,0.7903475,Critical,388.9347222222222,2,198.41000000000005,14,1,0,High Priority
15510,1,0.7903009,Critical,150.02777777777777,1,250.0,1,0,0,High Priority
14581,0,0.79029036,Critical,363.87638888888887,1,271.05,43,0,0,High Priority
17471,1,0.7901878,Critical,294.0395833333333,1,321.65000000000003,19,0,0,High Priority
14982,1,0.7897276,Critical,391.87361111111113,1,237.78,39,0,0,High Priority
12983,1,0.7896665,Critical,417.99444444444447,1,490.08,30,0,0,High Priority
14793,0,0.78912044,Critical,354.8305555555556,1,396.91,25,0,0,High Priority
18100,1,0.7889077,Critical,369.9381944444444,1,451.56,30,0,0,High Priority
18233,1,0.78873235,Critical,145.17083333333332,1,440.0,1,0,0,High Priority
17847,1,0.7886767,Critical,335.11805555555554,2,129.69,9,1,0,High Priority
18068,1,0.7885136,Critical,108.91666666666669,1,101.7,1,0,0,High Priority
14473,0,0.7885136,Critical,101.95416666666668,1,85.0,1,0,0,High Priority
13776,1,0.7883392,Critical,247.86041666666668,2,623.98,1,0,0,High Priority
18054,1,0.7883328,Critical,212.1888888888889,1,176.5,11,0,0,High Priority
18269,1,0.78833216,Critical,185.95625,1,168.6,7,0,0,High Priority
17925,1,0.78805363,Critical,192.11111111111111,1,244.08,1,0,0,High Priority
17022,0,0.7880434,Critical,252.0993055555556,1,189.0,9,0,0,High Priority
17102,1,0.7878077,Critical,81.1125,1,25.5,1,0,0,High Priority
16492,1,0.78765494,Critical,360.1875,1,385.56,23,0,0,High Priority
18279,1,0.787175,Critical,338.91805555555555,1,231.34,13,0,0,High Priority
16819,1,0.7871686,Critical,284.80069444444445,2,182.59,17,0,0,High Priority
14208,0,0.787022,Critical,370.98541666666665,1,415.31,25,0,0,High Priority
18212,1,0.78701097,Critical,145.85833333333332,2,514.37,40,1,0,High Priority
13619,1,0.78668755,Critical,364.0493055555556,2,224.94,39,1,0,High Priority
16371,1,0.7864166,Critical,268.0284722222222,1,157.2,11,0,0,High Priority
13997,1,0.7863621,Critical,338.7805555555556,3,376.46,36,1,0,High Priority
15702,1,0.78595585,Critical,295.9166666666667,2,140.39,30,1,0,High Priority
18214,1,0.78587765,Critical,350.0618055555556,4,1780.34,38,1,0,High Priority
13775,1,0.78586894,Critical,410.02430555555554,1,1049.66,63,0,0,High Priority
13699,0,0.78563625,Critical,369.99097222222224,1,455.57,23,0,0,High Priority
13057,1,0.78522563,Critical,349.87916666666666,3,709.59,34,1,0,High Priority
12439,1,0.78516465,Critical,502.0270833333333,2,1142.88,69,1,0,High Priority
16234,1,0.78513414,Critical,295.92847222222224,3,333.18,13,1,0,High Priority
15387,1,0.785098,Critical,311.8645833333333,1,468.65,20,0,0,High Priority
14521,1,0.78490025,Critical,310.84375,1,199.45,17,0,0,High Priority
12959,1,0.784671,Critical,303.8125,1,150.95,8,0,0,High Priority
13399,1,0.7846014,Critical,283.9520833333333,3,275.4,10,1,0,High Priority
17208,1,0.78458905,Critical,215.0,1,111.15,21,0,0,High Priority
17168,1,0.78431046,Critical,318.01180555555555,1,400.2,21,0,0,High Priority
12979,1,0.7842812,Critical,548.8784722222222,1,517.7,56,0,0,High Priority
14166,1,0.78412604,Critical,324.7138888888889,2,251.15,39,1,0,High Priority
16704,1,0.7841063,Critical,437.95,2,664.16,50,1,0,High Priority
13346,1,0.78381777,Critical,282.04791666666665,6,299.4,4,1,0,High Priority
15217,1,0.78366345,Critical,382.9576388888889,1,426.24,28,0,0,High Priority
17622,1,0.783616,Critical,417.0097222222222,2,1130.21,19,1,0,High Priority
16543,1,0.78295666,Critical,411.05,1,292.21,18,0,0,High Priority
14917,1,0.7826415,Critical,416.05694444444447,2,1123.75,29,0,0,High Priority
13190,1,0.7823151,Critical,363.87708333333336,3,570.66,16,1,0,High Priority
17261,1,0.78196096,Critical,329.0423611111111,1,221.59,43,0,0,High Priority
17805,0,0.7818761,Critical,429.9263888888889,1,414.72,1,0,0,High Priority
16542,0,0.7813564,Critical,220.9208333333333,1,137.7,9,0,0,High Priority
13965,1,0.7812071,Critical,296.09027777777777,3,996.61,23,1,0,High Priority
15923,1,0.7810985,Critical,192.0236111111111,1,127.08,21,0,0,High Priority
14598,0,0.7808806,Critical,388.9881944444445,1,162.07,40,0,0,High Priority
17446,0,0.780402,Critical,129.92361111111111,1,68.10000000000001,5,0,0,High Priority
18021,1,0.7802578,Critical,329.08194444444445,2,216.41,32,1,0,High Priority
12945,1,0.77982897,Critical,107.94097222222224,2,900.11,47,1,0,High Priority
13068,0,0.77971756,Critical,139.1875,1,165.0,1,0,0,High Priority
15316,1,0.77971756,Critical,146.05277777777778,1,165.0,1,0,0,High Priority
14185,1,0.77966243,Critical,150.95694444444445,1,197.65,3,0,0,High Priority
15149,0,0.77961934,Critical,395.8652777777778,4,1033.81,44,1,0,High Priority
13622,1,0.7795166,Critical,515.9777777777778,1,658.95,32,0,0,High Priority
12788,1,0.7794637,Critical,282.9368055555556,4,444.9,20,1,0,High Priority
15560,1,0.77940804,Critical,217.10763888888889,2,153.52,10,0,0,High Priority
13096,1,0.7793915,Critical,213.94583333333333,1,419.7000000000001,1,0,0,High Priority
15647,1,0.77933204,Critical,234.90347222222223,1,169.0,11,0,0,High Priority
15902,1,0.7791805,Critical,199.82847222222225,1,145.01,18,0,0,High Priority
15878,1,0.7790859,Critical,381.0229166666667,2,330.77,47,1,0,High Priority
17112,1,0.77906317,Critical,322.06666666666666,1,197.57,44,0,0,High Priority
14949,1,0.77894163,Critical,288.8833333333333,4,515.0,16,1,0,High Priority
15126,1,0.77876836,Critical,356.0131944444444,2,449.49,25,1,0,High Priority
13383,1,0.77869725,Critical,363.0451388888889,1,305.28000000000003,1,0,0,High Priority
16890,1,0.7785939,Critical,296.06041666666664,3,285.41,17,1,0,High Priority
13942,1,0.77846617,Critical,354.0104166666667,1,320.0,1,0,0,High Priority
14314,0,0.7779789,Critical,250.20138888888889,1,109.8,2,0,0,High Priority
15908,1,0.77788794,Critical,310.0375,2,758.62,37,1,0,High Priority
12977,0,0.7778839,Critical,321.0111111111111,3,474.64,45,1,0,High Priority
16158,1,0.77771515,Critical,341.9548611111111,9,628.32,29,1,0,High Priority
14749,1,0.7773499,Critical,299.0097222222222,1,310.15,18,0,0,High Priority
13974,0,0.7773023,Critical,401.78819444444446,1,264.13,15,0,0,High Priority
13612,1,0.776776,Critical,452.025,1,818.29,50,0,0,High Priority
17803,1,0.7766187,Critical,211.95625,1,184.66,27,0,0,High Priority
16937,1,0.7763348,Critical,318.7875,1,196.25,49,0,0,High Priority
14483,1,0.77618647,Critical,101.1,2,257.1,13,1,0,High Priority
13796,1,0.775943,Critical,318.9201388888889,1,289.7,22,0,0,High Priority
13903,1,0.77542126,Critical,219.7958333333333,1,165.45000000000002,10,0,0,High Priority
18255,0,0.77534723,Critical,275.8465277777778,1,199.85,13,0,0,High Priority
17542,1,0.7753394,Critical,89.04513888888889,3,340.85,57,1,0,High Priority
15515,1,0.7753387,Critical,206.96597222222223,1,171.81,7,0,0,High Priority
17273,1,0.77517325,Critical,243.8701388888889,1,141.12,12,0,0,High Priority
15158,0,0.7750012,Critical,220.9611111111111,1,204.62,4,0,0,High Priority
12686,1,0.77489763,Critical,191.1243055555556,1,89.14,7,0,0,High Priority
15176,1,0.77410847,Critical,487.0930555555556,1,988.04,52,0,0,High Priority
16844,1,0.77392864,Critical,382.09791666666666,2,614.34,26,1,0,High Priority
12441,1,0.77358115,Critical,186.08680555555557,1,173.55,11,0,0,High Priority
12551,1,0.773497,Critical,177.06041666666667,1,168.0,10,0,0,High Priority
16420,1,0.7725055,Critical,215.89930555555557,1,75.0,2,0,0,High Priority
18187,1,0.77203983,Critical,451.1256944444444,1,724.89,48,0,0,High Priority
13143,1,0.7715871,Critical,404.0194444444445,1,405.1,23,0,0,High Priority
18111,1,0.7715645,Critical,408.99444444444447,1,405.85,27,0,0,High Priority
14753,0,0.77131563,Critical,280.0736111111111,1,306.36,18,0,0,High Priority
15564,1,0.771205,Critical,282.8736111111112,2,70.74000000000001,4,1,0,High Priority
16450,0,0.7711396,Critical,403.96319444444447,2,1193.81,27,1,0,High Priority
13083,0,0.77109253,Critical,244.96666666666667,1,91.68,4,0,0,High Priority
15586,1,0.7710327,Critical,412.0763888888889,3,1139.1,30,1,0,High Priority
15683,0,0.7710156,Critical,293.0340277777778,1,330.79,16,0,0,High Priority
13551,1,0.7709699,Critical,138.91944444444445,2,244.2,5,1,0,High Priority
13286,1,0.77092373,Critical,419.8854166666667,1,734.91,46,0,0,High Priority
13287,1,0.7708732,Critical,422.89166666666665,3,781.59,46,1,0,High Priority
17956,1,0.7707788,Critical,68.96041666666666,1,12.75,1,0,0,High Priority
15396,0,0.7705994,Critical,403.1569444444444,1,508.2000000000001,2,0,0,High Priority
12711,1,0.77046365,Critical,431.03541666666666,2,1339.05,56,1,0,High Priority
15285,1,0.7704574,Critical,227.12777777777777,1,94.92,6,0,0,High Priority
15397,1,0.76994836,Critical,109.14236111111111,1,94.0,6,0,0,High Priority
13088,1,0.7696307,Critical,236.88541666666663,1,236.11,19,0,0,High Priority
17055,1,0.7695361,Critical,265.0201388888889,1,232.85,24,0,0,High Priority
16073,1,0.7695073,Critical,116.88125,1,122.4,1,0,0,High Priority
14371,1,0.7694529,Critical,114.84375,1,100.5,4,0,0,High Priority
18182,1,0.76922613,Critical,282.93402777777777,1,291.13,10,0,0,High Priority
12509,1,0.7684866,Critical,103.92013888888889,1,176.5,7,0,0,High Priority
16752,1,0.76838654,Critical,192.0222222222222,1,207.5,9,0,0,High Priority
14945,1,0.76837444,Critical,233.0583333333333,1,179.4,11,0,0,High Priority
16599,1,0.76835304,Critical,205.00347222222223,1,172.8,12,0,0,High Priority
15788,1,0.7681847,Critical,328.00138888888887,1,221.83,14,0,0,High Priority
15595,1,0.7680584,Critical,307.0159722222222,1,357.6,4,0,0,High Priority
13120,1,0.76799554,Critical,58.10486111111111,1,30.6,1,0,0,High Priority
15127,0,0.76789325,Critical,339.11319444444445,1,304.97,12,0,0,High Priority
13747,1,0.76787364,Critical,193.0923611111111,2,169.79999999999998,4,1,0,High Priority
17775,1,0.7674996,Critical,74.08333333333333,1,56.4,3,0,0,High Priority
13132,1,0.7674975,Critical,81.00416666666666,1,77.3,3,0,0,High Priority
15094,1,0.7674734,Critical,282.8298611111111,2,83.0,4,1,0,High Priority
13578,1,0.7673811,Critical,228.9625,1,147.66,9,0,0,High Priority
12387,1,0.767076,Critical,234.8493055555556,1,143.94,9,0,0,High Priority
17792,1,0.7666974,Critical,286.93055555555554,2,368.35,45,1,0,High Priority
17579,0,0.766536,Critical,397.93194444444447,1,304.38,43,0,0,High Priority
13388,0,0.7663002,Critical,423.1055555555556,1,508.55,34,0,0,High Priority
16778,0,0.7662724,Critical,93.8951388888889,1,93.18,5,0,0,High Priority
13072,1,0.76610595,Critical,86.19305555555556,1,177.15,7,0,0,High Priority
14728,1,0.7660029,Critical,232.8701388888889,1,190.58,14,0,0,High Priority
12973,1,0.7659629,Critical,233.1083333333333,1,385.55,6,0,0,High Priority
16144,1,0.76590014,Critical,66.11180555555555,1,175.2,1,0,0,High Priority
13179,1,0.7649086,Critical,438.0486111111111,1,572.3100000000001,34,0,0,High Priority
16683,1,0.7647659,Critical,353.0930555555556,1,320.25,18,0,0,High Priority
14155,1,0.7647473,Critical,85.94236111111111,1,118.75,6,0,0,High Priority
17170,1,0.7647138,Critical,193.87152777777777,2,178.68,8,1,0,High Priority
15309,1,0.76442254,Critical,430.06875,4,797.96,49,1,0,High Priority
16339,1,0.76434916,Critical,103.96458333333334,1,94.05,17,0,0,High Priority
14386,1,0.7641794,Critical,116.12847222222224,1,142.4,7,0,0,High Priority
13177,0,0.76409405,Critical,250.09375,1,229.75,13,0,0,High Priority
17610,1,0.7634827,Critical,359.84444444444443,5,1511.94,114,1,0,High Priority
17859,1,0.7632466,Critical,124.09583333333332,1,141.92000000000002,23,0,0,High Priority
17517,1,0.7631195,Critical,128.04305555555555,1,153.94,11,0,0,High Priority
15583,1,0.76309603,Critical,195.90694444444443,1,95.96,37,0,0,High Priority
18127,0,0.763084,Critical,222.95416666666668,1,209.05,21,0,0,High Priority
17868,1,0.76303697,Critical,205.74652777777777,1,227.15,18,0,0,High Priority
15049,1,0.762548,Critical,93.02569444444444,1,121.17000000000002,3,0,0,High Priority
12789,0,0.7623924,Critical,332.0048611111111,2,181.5,2,1,0,High Priority
18138,1,0.7623178,Critical,114.91597222222222,1,152.65,8,0,0,High Priority
15490,1,0.7621043,Critical,249.98541666666668,1,210.85,22,0,0,High Priority
16884,0,0.7620269,Critical,376.00347222222223,2,641.13,39,1,0,High Priority
16862,1,0.7619937,Critical,366.9895833333333,4,662.33,34,1,0,High Priority
17117,1,0.7618144,Critical,107.95555555555556,1,116.2,9,0,0,High Priority
14762,1,0.7617891,Critical,83.1875,2,417.57,28,1,0,High Priority
17316,1,0.76138294,Critical,239.92708333333331,1,124.45,35,0,0,High Priority
12738,1,0.76110667,Critical,191.76597222222225,1,155.35,11,0,0,High Priority
16074,1,0.76106554,Critical,209.97986111111112,1,252.5,23,0,0,High Priority
16920,1,0.76102716,Critical,230.9465277777778,1,355.45,23,0,0,High Priority
16162,1,0.7608915,Critical,71.90763888888888,1,37.4,2,0,0,High Priority
13651,0,0.7608907,Critical,201.12916666666663,1,132.65,8,0,0,High Priority
16870,1,0.76081455,Critical,288.95625,1,450.16,28,0,0,High Priority
15178,1,0.7607828,Critical,79.90138888888889,1,40.5,3,0,0,High Priority
13307,0,0.7606489,Critical,306.99583333333334,2,258.34,14,1,0,High Priority
15052,1,0.7606024,Critical,138.8736111111111,1,207.73,27,0,0,High Priority
13084,1,0.76040417,Critical,311.1673611111111,1,122.4,2,0,0,High Priority
13171,0,0.7603899,Critical,118.94027777777778,1,140.35,23,0,0,High Priority
12661,1,0.76033795,Critical,255.8361111111111,1,162.0,11,0,0,High Priority
15478,0,0.7600755,Critical,394.7506944444444,1,583.56,24,0,0,High Priority
18132,1,0.76001006,Critical,323.8305555555556,1,220.13,60,0,0,High Priority
15869,1,0.759908,Critical,96.81041666666668,3,321.11,29,1,0,High Priority
16630,1,0.759844,Critical,226.93055555555557,1,106.8,4,0,0,High Priority
13241,1,0.75961703,Critical,231.06458333333333,1,112.53,40,0,0,High Priority
14281,1,0.75956655,Critical,227.92013888888889,1,245.15,7,0,0,High Priority
18053,0,0.7592531,Critical,345.0472222222222,2,271.05,12,1,0,High Priority
17665,1,0.7592161,Critical,312.9847222222222,1,563.1,19,0,0,High Priority
18107,1,0.7590773,Critical,261.99097222222224,1,165.88,38,0,0,High Priority
14213,1,0.7590278,Critical,224.0923611111111,1,1192.2,5,0,0,High Priority
16299,1,0.75899994,Critical,296.7944444444444,1,193.65,12,0,0,High Priority
16544,1,0.7589369,Critical,339.06875,4,376.7000000000001,8,1,0,High Priority
17437,1,0.758775,Critical,349.06875,1,369.68,52,0,0,High Priority
18268,0,0.75858957,Critical,410.87708333333336,5,1464.73,36,1,0,High Priority
13968,1,0.75854754,Critical,242.9777777777778,1,123.66,8,0,0,High Priority
18278,0,0.75790954,Critical,224.02569444444444,1,240.3,15,0,0,High Priority
17654,1,0.7577423,Critical,96.98125,1,117.55,22,0,0,High Priority
15893,1,0.7577044,Critical,301.0680555555556,1,305.28000000000003,1,0,0,High Priority
14531,1,0.757533,Critical,299.1069444444444,1,376.34,29,0,0,High Priority
18163,1,0.7571865,Critical,403.9159722222222,1,728.84,33,0,0,High Priority
18211,0,0.7570405,Critical,98.02847222222222,1,137.9,8,0,0,High Priority
13433,1,0.7570334,Critical,320.8298611111111,4,658.3199999999999,22,1,0,High Priority
17344,0,0.75694525,Critical,548.0131944444445,1,299.74,36,0,0,High Priority
13701,1,0.75690943,Critical,266.0076388888889,1,161.0,9,0,0,High Priority
14165,1,0.75671685,Critical,95.00763888888888,1,120.44,23,0,0,High Priority
13482,1,0.7565388,Critical,51.824305555555554,2,336.09,20,1,0,High Priority
15733,1,0.7565078,Critical,102.15625,1,162.3,10,0,0,High Priority
15171,1,0.7564522,Critical,150.88472222222222,1,1289.5,5,0,0,High Priority
16589,0,0.7563506,Critical,269.9125,1,153.12,11,0,0,High Priority
17477,1,0.75625086,Critical,432.1138888888889,2,1144.3,44,1,0,High Priority
14058,1,0.75612974,Critical,282.1381944444444,2,469.19,23,1,0,High Priority
17752,1,0.75606716,Critical,178.85486111111112,1,80.64,1,0,0,High Priority
16737,0,0.7558396,Critical,397.1229166666666,1,417.6,1,0,0,High Priority
17699,1,0.75582695,Critical,296.1326388888889,2,442.0,17,1,0,High Priority
14066,1,0.7556112,Critical,86.0201388888889,1,152.55,7,0,0,High Priority
15753,1,0.75525945,Critical,124.00625,1,79.2,1,0,0,High Priority
14722,0,0.75492704,Critical,296.9277777777778,2,309.1,53,1,0,High Priority
14760,1,0.7544529,Critical,116.84930555555556,1,89.2,5,0,0,High Priority
12574,1,0.7541813,Critical,135.14583333333334,1,218.45,11,0,0,High Priority
17291,1,0.7541555,Critical,127.99027777777778,1,550.8000000000001,1,0,0,High Priority
16687,1,0.75376904,Critical,210.04444444444445,1,157.63,8,0,0,High Priority
12859,1,0.7536689,Critical,278.0208333333333,1,575.1,21,0,0,High Priority
16562,1,0.75361633,Critical,296.0451388888889,1,223.86,34,0,0,High Priority
16323,1,0.7534618,Critical,15.918055555555556,2,353.66,4,1,0,High Priority
16846,0,0.75341856,Critical,396.96180555555554,2,628.09,36,1,0,High Priority
15200,1,0.75294775,Critical,314.1333333333333,1,549.05,30,0,0,High Priority
16640,1,0.7527947,Critical,217.0847222222222,1,179.4,13,0,0,High Priority
15559,1,0.7527085,Critical,387.9472222222222,1,1109.4,62,0,0,High Priority
13553,1,0.75259197,Critical,494.0201388888889,1,499.6,85,0,0,High Priority
15461,1,0.7523482,Critical,280.0131944444444,2,429.7,1,1,0,High Priority
16804,0,0.75221646,Critical,89.87638888888888,1,118.05,19,0,0,High Priority
18076,1,0.7521378,Critical,199.95,1,151.49,8,0,0,High Priority
12460,1,0.7520178,Critical,275.9576388888889,1,326.65,18,0,0,High Priority
16136,0,0.7518404,Critical,97.12361111111112,2,396.72,17,1,0,High Priority
15837,0,0.7515236,Critical,305.1069444444444,1,385.03,28,0,0,High Priority
15688,1,0.75144345,Critical,238.0305555555556,1,190.57,26,0,0,High Priority
15310,1,0.75142837,Critical,298.05,1,1634.64,45,0,0,High Priority
14061,1,0.7512461,Critical,326.8111111111112,3,917.43,17,1,0,High Priority
18119,1,0.75101554,Critical,187.03541666666663,1,180.7,29,0,0,High Priority
15448,1,0.75097144,Critical,132.0888888888889,2,788.81,49,1,0,High Priority
18197,1,0.7509447,Critical,395.0861111111111,1,230.1,9,0,0,High Priority
13400,1,0.7509243,Critical,402.15972222222223,1,310.83,23,0,0,High Priority
14635,1,0.75092286,Critical,273.0854166666667,1,215.22,15,0,0,High Priority
12905,1,0.75062364,Critical,396.1145833333333,2,1018.42,52,1,0,High Priority
12920,0,0.7505624,Critical,390.9951388888889,3,323.86,32,1,0,High Priority
18252,0,0.7505543,Critical,368.0173611111111,5,1015.42,35,1,0,High Priority
13679,1,0.7503186,Critical,313.02569444444447,3,281.26,44,1,0,High Priority
16913,1,0.7502862,Critical,109.99583333333334,3,423.91,18,1,0,High Priority
18256,1,0.750045,Critical,207.16458333333333,1,110.7,10,0,0,High Priority
12819,1,0.74980146,Critical,277.8958333333333,1,540.52,19,0,0,High Priority
12549,1,0.7494852,Critical,395.03125,6,1575.68,38,1,0,High Priority
17906,1,0.74926585,Critical,66.80902777777777,1,72.9,12,0,0,High Priority
12400,1,0.7489664,Critical,233.96180555555557,1,205.25,11,0,0,High Priority
17369,1,0.7483404,Critical,275.12569444444443,1,979.2,1,0,0,High Priority
18128,1,0.7482644,Critical,356.9798611111111,1,399.29,42,0,0,High Priority
13109,0,0.748263,Critical,370.99375,1,347.49,23,0,0,High Priority
14831,1,0.7481018,Critical,499.9298611111111,3,1676.57,67,1,0,High Priority
17918,1,0.74802846,Critical,320.0409722222222,3,396.39,34,1,0,High Priority
16541,1,0.7479989,Critical,554.9777777777778,1,424.03,38,0,0,High Priority
12634,1,0.7478141,Critical,355.1145833333333,2,490.0,20,1,0,High Priority
17941,0,0.747776,Critical,410.14375,3,1128.72,3,1,0,High Priority
17781,0,0.7477402,Critical,72.70555555555555,1,102.0,2,0,0,High Priority
17292,1,0.7475933,Critical,291.81666666666666,2,271.75,14,1,0,High Priority
15388,1,0.74758345,Critical,89.95625,1,140.54,10,0,0,High Priority
15488,0,0.74748117,Critical,276.03541666666666,4,340.6,8,1,0,High Priority
16865,1,0.74728817,Critical,221.05277777777775,1,130.95,15,0,0,High Priority
14497,1,0.7472767,Critical,128.82569444444445,2,697.0600000000001,40,1,0,High Priority
16632,1,0.7472437,Critical,305.0493055555556,2,406.4,22,1,0,High Priority
15414,0,0.74681294,Critical,61.96180555555556,1,36.2,5,0,0,High Priority
12902,1,0.7466259,Critical,84.03055555555555,1,138.68,10,0,0,High Priority
15336,1,0.7462317,Critical,221.0076388888889,1,240.5,15,0,0,High Priority
14279,1,0.7457503,Critical,340.1722222222222,2,191.86,3,1,0,High Priority
15403,1,0.7455498,Critical,311.0201388888889,2,170.88,6,1,0,High Priority
16366,0,0.74536026,Critical,401.9736111111111,3,1220.83,57,1,0,High Priority
16132,1,0.74524,Critical,363.9590277777778,2,664.1999999999999,14,1,0,High Priority
12898,1,0.74507356,Critical,283.1958333333333,2,296.21000000000004,27,1,0,High Priority
18224,1,0.744944,Critical,83.09722222222223,1,158.95000000000002,10,0,0,High Priority
16917,1,0.7447878,Critical,96.03819444444444,2,1851.88,45,1,0,High Priority
14253,1,0.7444827,Critical,312.91319444444446,2,363.4,11,1,0,High Priority
13508,1,0.7444546,Critical,63.03611111111111,2,287.05,27,1,0,High Priority
17826,1,0.7443183,Critical,193.97708333333333,1,133.34,33,0,0,High Priority
16050,0,0.74414086,Critical,202.9152777777778,2,162.8,9,1,0,High Priority
13683,1,0.74402416,Critical,277.11805555555554,1,258.6,10,0,0,High Priority
12825,1,0.74388343,Critical,340.95416666666665,2,518.63,20,1,0,High Priority
13547,1,0.7434698,Critical,227.94166666666663,1,167.08,44,0,0,High Priority
14118,1,0.7432096,Critical,248.03541666666663,1,458.45,15,0,0,High Priority
16149,0,0.7431136,Critical,248.87222222222223,1,141.70000000000002,12,0,0,High Priority
16088,1,0.74309194,Critical,395.1069444444444,2,1437.43,3,1,0,High Priority
16334,1,0.74289167,Critical,311.84166666666664,1,263.73,54,0,0,High Priority
13585,1,0.74260485,Critical,350.01180555555555,3,684.54,29,1,0,High Priority
18246,0,0.74199224,Critical,52.95486111111112,2,395.62,2,1,0,High Priority
15956,1,0.7419565,Critical,370.9888888888889,2,617.6,18,1,0,High Priority
17539,1,0.7419492,Critical,437.02986111111113,4,1176.84,132,1,0,High Priority
15083,1,0.7416299,Critical,76.02222222222223,1,88.2,5,0,0,High Priority
15873,1,0.7412799,Critical,319.00625,4,313.92,3,1,0,High Priority
15177,1,0.7408222,Critical,245.0013888888889,1,948.93,26,0,0,High Priority
15020,1,0.7405893,Critical,198.97291666666663,1,198.47,27,0,0,High Priority
17217,1,0.7405677,Critical,53.81319444444444,2,210.1,27,1,0,High Priority
17118,1,0.7404296,Critical,137.02152777777778,1,157.02,10,0,0,High Priority
13195,1,0.74003065,Critical,233.98819444444445,1,136.73,43,0,0,High Priority
12529,1,0.74002093,Critical,347.9861111111111,1,316.48,21,0,0,High Priority
14968,0,0.73980075,Critical,277.9736111111111,1,353.65,47,0,0,High Priority
17718,1,0.7397352,Critical,51.96597222222222,2,439.18,22,1,0,High Priority
14610,1,0.7389854,Critical,215.07777777777775,2,24.35,10,1,0,High Priority
12655,1,0.73883677,Critical,243.14791666666667,1,261.35,16,0,0,High Priority
17250,0,0.73865527,Critical,80.83680555555556,1,162.65,23,0,0,High Priority
14536,1,0.73785406,Critical,79.0201388888889,1,170.95,18,0,0,High Priority
18004,1,0.73781776,Critical,181.96041666666667,1,157.92,32,0,0,High Priority
16540,1,0.73766327,Critical,233.8111111111111,1,205.75,25,0,0,High Priority
14707,1,0.73742694,Critical,255.05069444444445,2,139.2,1,1,0,High Priority
16739,0,0.7372928,Critical,356.1333333333333,1,463.43,25,0,0,High Priority
14678,1,0.7371854,Critical,398.9291666666667,1,403.39,24,0,0,High Priority
14119,1,0.73664564,Critical,195.0951388888889,2,183.37,11,1,0,High Priority
15102,1,0.7365597,Critical,350.0236111111111,2,554.67,26,1,0,High Priority
17110,0,0.73654836,Critical,340.0201388888889,2,336.6,32,1,0,High Priority
13393,1,0.73640126,Critical,403.1361111111111,4,1131.45,53,1,0,High Priority
13079,0,0.73583895,Critical,236.94097222222223,1,199.08,11,0,0,High Priority
14671,1,0.73576593,Critical,368.9659722222222,2,1127.45,48,1,0,High Priority
13067,0,0.7356029,Critical,229.02430555555557,2,393.05,13,1,0,High Priority
15545,0,0.7353487,Critical,190.80694444444444,1,135.32999999999998,31,0,0,High Priority
14996,1,0.7350842,Critical,300.9625,2,442.29,37,0,0,High Priority
17753,1,0.7350525,Critical,283.87569444444443,4,382.06,63,1,0,High Priority
13778,0,0.73500943,Critical,310.91527777777776,3,945.79,27,1,0,High Priority
17745,1,0.73496306,Critical,297.0138888888889,2,600.34,27,1,0,High Priority
17221,0,0.73488104,Critical,411.09930555555553,3,642.14,58,1,0,High Priority
14445,1,0.73458344,Critical,275.0701388888889,1,221.65,32,0,0,High Priority
18155,0,0.7345323,Critical,111.09305555555557,1,113.93,8,0,0,High Priority
14203,1,0.73442745,Critical,216.96875,1,339.34,16,0,0,High Priority
13588,0,0.7341953,Critical,74.87291666666667,1,113.3,8,0,0,High Priority
12760,1,0.73407775,Critical,275.1666666666667,1,347.8,21,0,0,High Priority
15914,1,0.7339365,Critical,197.86111111111111,2,205.99,13,0,0,High Priority
14024,0,0.7335663,Critical,210.08263888888888,1,318.04,18,0,0,High Priority
13556,1,0.73345053,Critical,248.8375,2,200.82,8,1,0,High Priority
12798,0,0.73337704,Critical,241.01597222222225,1,1533.89,25,0,0,High Priority
12777,1,0.7331198,Critical,277.0520833333333,1,519.45,26,0,0,High Priority
13950,0,0.7329451,Critical,66.05625,1,179.30999999999997,7,0,0,High Priority
17751,1,0.7326493,Critical,240.95347222222225,1,157.86,31,0,0,High Priority
15650,1,0.732551,Critical,341.08958333333334,2,553.88,33,1,0,High Priority
15504,0,0.7323635,Critical,340.03333333333336,3,349.87,33,1,0,High Priority
15741,1,0.7317982,Critical,277.8534722222222,2,208.62,11,1,0,High Priority
